title,content,nro_licitacion,tipo_variable,llm_response
ganando condiciones de soporte. Podrá emplearse rodilo metálico liso o tipo ""Tándem"" como
unidad de acabado final.
La compactación deberá iniciarse en el punto más bajo del perfil, progresando hacia el punto más
alto y de manera que cada pasada de rodilo este solapada o superpuesta con la pasada siguiente,
por lo menos hasta la mitad del ancho rodilado. En cualquier caso, la operación de rodilado
continuará hasta el momento en que sea alcanzada la densidad especificada.
Durante el rodilado no se permitirán cambios de direción o inversiones bruscas de marcha, ni el
estacionamiento de los equipos sobre la capa recién rodilada. Las ruedas del rodilo deberán ser
humedecidas adecuadamente, de modo a evitar la adherencia de la mezcla. Se considerará
terminada la compactación cuando se obtenga un porcentaje de densidad no inferior al 98% de la
densidad máxima del ensayo Marshal de 75 golpes por cara.
Librado al tránsito de la carpeta
Terminadas las operaciones constructivas de la carpeta, el pavimento podrá librarse al tránsito
después de transcurido un período de 24 horas de haberse finalizado aquélas. Si se produjeran
desprendimientos por el tránsito, se volverá a cerar temporalmente para hacer actuar la aplanadora,
aprovechando las horas de mayor calor.
71/148
Materiales
Agregado pétreo
Agregado grueso ((retenido en el tamiz Nº 8))
El agregado pétreo grueso provendrá exclusivamente de la trituración de roca sana, limpia, dura y
durable, aprobada por el Fiscal de Obra. Sus partículas estarán exentas de polvo u otras materias
extrañas. El desgaste será inferior a 30% sometida al Ensayo ""Los Ángeles"" (ASHTO T 96-70) o (IRAM
1532).
Agregado fino ((pasa por tamiz Nº 8))
El agregado fino será mezcla de arena de trituración de roca y de arena natural proveniente de ríos o
yacimientos. Sus partículas serán limpias, duras, sanas y libres de arcilas, polvo, álcalis, materias
orgánicas o cualquier otra sustancia perjudicial. Asimismo, no contendrá sales en cantidad
perjudicial.
Condiciones de aceptabilidad
En los agregados para mezcla asfáltica se deben cumplir con las siguientes exigencias:
El desgaste medido por el Ensayo de los Ángeles (Norma IRAM 1532) deberá ser menor al 30%.
La pérdida en el ensayo de Durabilidad del agregado por empleo de sulfatos de sodio o de
magnesio deberá ser menor al 12%.
Adhesividad del agregado al ligante bituminoso: de acuerdo con lo establecido en el Método
ASHTO T 182-70 o ASTM 164-69.
Cubicidad: el factor de cubicidad determinado mediante el Ensayo VN-E-16-67 ""Determinación
del factor de cubicidad"" será mayor de 0,50.
Plasticidad: sobre la fración que pasa el tamiz Nº 40, el Índice de Plasticidad deberá ser nulo.
Relación vía seca/vía húmeda que pasa tamiz Nº 20: si el material que pasa el tamiz Nº 20 por
vía húmeda es mayor del 5% respecto al peso total de la muestra, la cantidad de material
librado por el tamiz Nº 20 en seco deberá ser igual o mayor que el 50% de la cantidad librada
por lavada.
Equivalente de arena: el material librado por el tamiz Nº 4, previo mortereado del retenido en
dicho tamiz empleando un mango de goma y ensayando luego de acuerdo con la Norma VN-E-
10-67 deberá tener un equivalente de arena mayor o igual a 5%.
Absorción
Peso específico aparente
Peso específico seco
Peso específico saturado
Releno mineral ((filer))
El filer consistirá en polvo seco de piedra caliza pura, con un mínimo de 70% de carbonato de calcio,
o bien será cal hidratada o cemento portland. Estará libre de grumos, terones o materiales
orgánicos, debiendo cumplir las siguientes granulometrías al ser ensayados por tamices de mala
cuadrada, siguiendo el Método de Ensayo ASHTO T 37-70.
Pasa Tamiz Nº 30 10%
72/148
Pasa Tamiz Nº 50 95-10%
Pasa Tamiz Nº 20 70-10%
Mezcla de los agregados pétreos y releno mineral
La mezcla en seco de los agregados pétreos con el releno mineral deberá coresponder a
proporciones tales que se obtengan las siguientes composiciones granulométricas:
Tamiz Porcentaje que pasa
3/4"" 10
1/2"" 80 - 10
3/8"" 70 - 90
Nº 4 50 - 70
Nº 8 35 - 50
Nº 30 18 - 29
Nº 50 13 - 23
Nº 10 8 - 16
Nº 20 4 - 10
La fración de la granulometría total que pasa el Tamiz Nº 40 tendrá Índice de Plasticidad nulo.
El contenido de humedad de la mezcla en seco de los agregados pétreos será inferior al 0.5% una vez
pasado por el dispositivo secador.
Materiales pétreos y releno mineral a emplear
Antes de comenzar los trabajos, y con suficiente anticipación, el Contratista propondrá al Director de
Obra los agregados pétreos y releno mineral a emplear, adjuntando a tal efecto las muestras
corespondientes y los resultados obtenidos con las mismas en los ensayos físicos y granulométricos
73/148
realizados para someterlos a su aprobación. Esta aprobación será previa al comienzo de los trabajos,
requiriéndose solicitarla nuevamente cada vez que se cambia de fuente de provisión.
Cemento asfáltico
Los cementos asfálticos serán homogéneos libres de agua y no formarán espuma al ser calentados a
170º C. Cumplirán con las siguientes exigencias:
NORMA IRAM 604 - CEMENTOS ASFÁLTICOS ((C.A.))
Características Tipo I Tipo I Método
de
ensayo
Mín. Máx. Mín. Máx.
Penetración 25 ºC 10 g, 5 seg. 40 50 50 60 IRAM
6576
Peso específico rel. a 25/25 ºC 10 - 10 - IRAM
6587
Ductilidad 25 ºC 5 cm/min. (cm.) 10 - 10 - IRAM
6579
Punto de inflamación (Cleveland vaso abierto) 250 - 250 - IRAM
(ºC) 65
Ensayo en película delgada: Pérdida por - 1 - 1 G-3/4
calentamiento a 163 ºC durante 5 h (%)
Penetración retenida a 25 ºC; 10 g, 5s (% del 50 - 50 - IRAM
original) 6576
Ductilidad del residuo a 25 ºC, 5 cm/min. (cm.) 10 - 10 - IRAM
6579
Solubilidad en sulfuro de carbono (%) 9.5 - 9.5 - IRAM
6584
Solubilidad en tetra -cloruro de carbono (%) 9 - 9 - IRAM
6585
Índice de penetración (Pfeifer) -2 +0.5 -2 +0.5 G-1/2
74/148
Temperatura de aplicación (ºC) 140 160 140 160
Ensayo de ""OLIENSIS"" N e g a t i v o IRAM
6594
Observación: En esta obra se exigirá el uso de Cemento Asfáltico de penetración 50 - 60.
Emulsión asfáltica catiónica de rotura rápida
El material bituminoso especificado para el riego de liga es la Emulsión Asfáltica Catiónica de Rotura
Rápida, que deberá satisfacer los requisitos especificados en el siguiente cuadro:
Ensayos Método RC1
ViscosidadSaybolt - Furol a 25º C IRAM 654 30-80
Residuo asfáltico por determinación de agua IRAM 602 + 65%
Asentamiento (5 días) IRAM 602 - 5%
Residuo sobre tamiz Nº 20 IRAM 602 - 0.1%
Aceite destilado (en volumen) ASTM D 24-6 - 3%
Carga de la partícula ASTMD24-6 Positiva
Recubrimiento y resistencia al agua + 80%
Sobre el residuo de destilación:
Penetración (25ºC, 10g, 5 seg.) IRAM 6576 10-20
Ductilidad (25ºC, 5 cm/m) IRAM 6576 + 80%
Solubilidad en CL4C IRAM 6585 + 95%
Peso específico a 25 ºC IRAM 6587 + 1%
75/148
Oliensis IRAM 6594 Negativo
Temperatura de aplicación 25a 35ºC
La cantidad de aplicación será determinada por el Fiscal de Obra, debiendo la tasa fijarse según lo
establecido en las especificaciones de RIEGO DE LIGA.
Mejorador de adherencia
El mejorador de adherencia deberá responder a las condiciones siguientes:
Criterio general de aceptabilidad:
El mejorador de adherencia (aditivo) deberá ser comercialmente puro, es decir, sin el agregado de
aceites, solventes pesados u otros diluyentes.
Será homogéneo y estará libre de agua. En el caso de aditivos líquidos, no se separará fase sólida por
estacionamiento, permitiéndose sólo la formación de un ligero sedimento.
Disuelto en el ligante asfáltico, deberá responder a las siguientes exigencias:
Ensayo TWIT: Con una concentración del aditivo igual al 0.4 % en peso en asfalto diluido E.R.1,
deberá obtenerse un recubrimiento no menor del 70 %.
Inmersión Tray Test: La concentración del aditivo necesaria para obtener 10 % de
recubrimiento no será mayor del 0.5 % en peso en asfalto diluido E.R.1.
Ensayo de desprendimiento: Con una concentración del aditivo igual al 0.5 % en peso en C.A.
150-20, el desprendimiento no deberá ser mayor del 2 %.
Empleo:
La cantidad exacta del aditivo mejorador de adherencia a utilizar en obra será determinado mediante
el Ensayo de Adhesividad del ""Método de Ensayo Standard para recubrimiento y pelado de mezcla de
Betún - Agregado"" (ASHTO T 182 70) (ASTM 164 - 69), realizado con muestras representativas del
agregado pétreo y el ligante asfáltico a emplear efectivamente en la obra.
El cambio de estos materiales implicará nuevas determinaciones del dosaje del aditivo mejorador de
adherencia.
Toma y remisión de muestras
76/148
Las muestras de los agregados pétreos y releno mineral se tomarán en el campo y se transportarán al
laboratorio de ensayos y se ensayarán como se especifica más adelante. Los gastos de los ensayos y
transporte de las muestras corerán por cuenta del Contratista, teniendo el Fiscal de Obra el derecho
de hacer todos los ensayos en el laboratorio del Contratista en forma gratuita o en un laboratorio
propio u oficial.
Las muestras de materiales bituminosos se tomarán en el campo y transportarán al laboratorio que
indique el Fiscal de Obra para su ensayo. Los gastos de envases, embalaje y transporte, corerán por
cuenta del Contratista, quien tendrá a su cargo los gastos de ensayos en el laboratorio indicado por el
Fiscal de Obra.
Muestras:
a. Agregados pétreos: siguiendo indicaciones del Fiscal de Obra, cada un mil (1.0) metros
cuadrados de capa individual bituminosa se tomarán muestras de los distintos agregados
pétreos y releno mineral que la componen y se ensayarán como se indica más adelante. Se
tomarán muestras en cualquier momento si el Fiscal de Obra así lo ordena, debido a
variaciones en la granulometría o a la naturaleza de los agregados.
b. Material bituminoso: cumpliendo instruciones del Fiscal de Obra, cada sesenta (60) toneladas
de material bituminoso legado a la Obra, de cada tipo se tomarán muestras para remitir al
laboratorio que indique el Fiscal de Obra a fin de someterlos a ensayos. Para los asfaltos
sólidos (cemento asfáltico) las muestras serán de 1 kilogramo y se colocarán en envases de
hojalata herméticamente cerados.
c. Mezcla bituminosa: de acuerdo con instruciones del Fiscal de Obra, cada ciento treinta (130)
toneladas de mezcla bituminosa preparada por la planta, se tomarán muestras de la misma y
se ensayarán como se indica más adelante. Se podrán tomar muestras en cualquier momento
si el Fiscal de Obra así lo ordena.
d. Capa compactada: siguiendo órdenes del Fiscal de Obra, cada cuatrocientos (40 m2) metros
cuadrados de la capa individual compactada se tomarán dos (2) muestras cilíndricas del
espesor total de la misma, de donde se desea determinar la densidad, que debe acusar los
valores obtenidos, empleando exigencias y métodos de laboratorio mencionados en el ítem
corespondiente. Los pozos que después de la extración quedan en la capa deben ser lenados
con la misma mezcla, compactados y nivelados por cuenta del Contratista.
e. Control de temperatura: se efectuarán, para cada caso, como mínimo cuatro mediciones de
temperatura por día, en cada uno de los ítems abajo especificados:
del agregado en el silo caliente de la planta;
del ligante en la planta;
de la mezcla bituminosa en la salida del mezclador de la planta;
de la mezcla, en el momento de la distribución y en el inicio del rodilado en la calzada.
En cada camión, antes de la descarga, se hará, por lo menos una lectura de la temperatura.
Las temperaturas deben satisfacer los límites especificados anteriormente.
7/148
Ensayos
a. Tamizados de los agregados: cada muestra de agregados pétreos será tamizada para
determinar la cantidad total de material que pasa por los tamices detalados en el ítem18.2.1.5
Mezcla de los agregados pétreos y releno mineral.
b. Determinación del contenido de sales en el agregado pétreo fino: la muestra se ensayará según
el procedimiento descripto en las páginas 169a 171 de la edición revisada de
""ProceduresforTestingSoils"" (ASTM, abril, 1959). El resultado del ensayo se considerará
satisfactorio si el contenido de sales da 1 % o menos.
c. Ensayo del índice de plasticidad: la fración de la muestra del agregado pétreo fino que pasa
por el tamiz Nº 40 se ensayará según el procedimiento ASHTO T 90-70. El resultado del ensayo
para ser satisfactorio, deberá dar valor nulo.
d. Ensayo de estabilidad Marshal: cada muestra de mezcla bituminosa extraída, será sometida al
ensayo de Marshal a realizarse según la técnica descripta en la Norma ASTMD 159-71 con el
instrumental respectivo, el que deberá ser provisto por el CONTRATISTA a su exclusivo cargo.
La mezcla bituminosa deberá responder en este ensayo a lo dispuesto en el ítem 18.3.1
Estabilidad de la mezcla.
Tipos y temperaturas
Para cada tipo de cemento asfáltico se determinará la curva viscosidad - temperatura y en base a ésta
se determinará la temperatura de mezcla y compactación.
Mezcla de obra
Estabilidad de la mezcla
Ensayada la mezcla por el Método Marshal (ASTM D-159) o (VNE-9- 86) acusará valores
comprendidos entre los siguientes límites:
Número de golpes por cada cara de probeta 75
Estabilidad de 60ºC (Kg.) igual o superior a 90
Fluencia (m) 2 4
Vacíos Totales (%) (*) 3 5
Relación ""Betún - Vacíos"" (%) 75 85
Estabilidad remanente después de 24 horas
de inmersión en agua, a 60ºC con respecto a la
Estabilidad Marshal (%) 85
Relación estabilidad de fluencia 210 350
Relación C/Cs (máximo) 1
78/148
Siendo:
C = Concentración en volumen de ""Filer"" en el sistema filer Betún (considerándose ""Filer"" a la
fración de la mezcla de áridos que pasa por el tamiz N° 20).
Cs = Concentración crítica del ""Filer"". Norma de ensayo V.N.E. - 1.
(*) Calculado en base al Peso Específico de la mezcla de áridos (Método de Rice) (ASHTO T 209).
Con relación a la estabilidad, fluencia y porcentaje de vacíos de las mezclas preparadas en caliente el
control de calidad se realizará tomando material distribuido por la terminadora, por cada 130 Tn.
Sobre cada muestra se realizará el ensayo de extración de betún y granulometría de los agregados.
Si los resultados de estos ensayos no respondieran a la ""Fórmula de Obra"" el Contratista estará
obligado a coregir los procedimientos de incorporación y/o mezclado de los materiales, en el plazo
de 24 horas. De no cumplirse este requisito, el Fiscal de Obra podrá suspender los trabajos hasta que
se efectúen las coreciones.
Deberá evitarse tendencias a lograr estabilidades máximas coincidentes con fluencias mínimas.
La mezcla asfáltica deberá responder a las exigencias del ""Ensayo de compactación - inmersión para
medir la pérdida de estabilidad Marshal debida a efectos del agua sobre mezclas asfálticas"".
Fórmula para mezcla en obra
Antes de iniciar el acopio de los materiales que entrarán en la preparación de la mezcla bituminosa,
el Contratista deberá solicitar, con la debida anticipación, la aprobación de la ""Fórmula para mezcla
en obra"" que obligatoriamente debe presentar, con la cual se cumplan las exigencias establecidas en
las especificaciones corespondientes. No podrá iniciarse el acopio de materiales hasta tanto la
fórmula de obra sea aprobada.
Al someter a consideración la fórmula de obra, el Contratista deberá presentar dosaje Marshal
completo, que demuestre el mejor uso de los materiales propuestos.
En dicha fórmula se consignará la granulometría de cada uno de los agregados pétreos y los
porcentajes en que intervendrán en la mezcla los agregados pétreos con el releno mineral (filer) y el
ligante bituminoso.
Asimismo, la fórmula consignará la granulometría de la mezcla en seco de los agregados pétreos con
el releno mineral.
Si la fórmula presentada fuera aprobada por el Fiscal de Obra, el Contratista se obliga a suministrar
una mezcla bituminosa que cumpla exactamente las proporciones y granulometría en ela fijadas,
con las siguientes tolerancias:
a. Pasando tamiz Nº 8 y superiores +/- 4 %
b. Pasando por tamices intermedios entre Nº 8 y Nº 20 +/- 3 %
c. Pasando por tamiz Nº 20 +/- 2 %
79/148
d. Para el material bituminoso +/- 0,3 %
e. Para los valores resultantes del ensayo de estabilidad Marshal no habrá tolerancia sobre la
cifra consignada en el apartado 18.3.1 Estabilidad de la mezcla.
Las tolerancias detaladas no justificarán valores fuera de lo establecido en los distintos párafos
precedentes.
La faja de variación así establecida será considerada como definitiva para la aceptación de los
materiales a acopiar; cualquier material que no cumpla esta condición deberá ser rechazado.
El cambio de cualquier material componente de la mezcla asfáltica exigirá nuevo diseño de la
""Fórmula para la Mezcla en Obra"".
Equipo
Las unidades de equipo a emplear serán previamente aprobadas por el Fiscal de Obra, debiendo
conservarse siempre en condiciones aceptables de trabajo. En caso de mal funcionamiento, deberán
ser remplazadas.
Planta mezcladora
La planta mezcladora estará proyectada, cordinada y operada en tal forma que su funcionamiento
sea adecuado y tal que produzca una mezcla asfáltica de temperatura uniforme y una composición
dentro de las tolerancias especificadas.
La Planta a emplearse deberá cumplir los siguientes requisitos:
a. Facilidades de almacenaje: Estará ubicada en un lugar donde pueda haber comodidades para
el almacenaje y transporte de material. Deberá existir espacio suficiente para apilar
separadamente cada medida de agregado requerido. En general, el releno mineral a ser
usado en la mezcla bituminosa, deberá apilarse o almacenarse separadamente antes de ser
levado a las tolvas.
b. Equipo cargador de agregados pétreos: Será del tipo mecánico para que pueda cargar los
agregados en los dispositivos de alimentación sin segregación apreciable de los mismos.
c. Alimentación de agregados pétreos: Será de tipo frontal a tambor recíproco. Deberán poser
un dispositivo adecuado para controlar que la alimentación sea aproximadamente
proporcional al peso en que cada uno de los agregados entre en la mezcla.
El sistema de alimentación de agregados debe poder suministrar el agregado pétreo
total separadamente al menos en tres (3) agregados en la proporción
aproximadamente adecuada. Cuando se use más de un alimentador, los mismos
estarán sincronizados entre sí para producir un choro y proporción adecuados de los
agregados componentes.
d. Secadores: Las plantas serán equipadas con un sistema rotativo secador a cilindro simple o
doble, capaz de secar y calentar todos los agregados pétreos a las temperaturas requeridas y
hasta alcanzar el contenido de humedad especificado.
80/148
e. Zarandas: Las zarandas usadas para separar los agregados pétreos deberán ser de tipo
vibratorio y podrán separar los agregados a la velocidad normal.
f. Tolvas: Estos dispositivos para almacenaje de los agregados pétreos calientes serán metálicos.
Salvo indicaciones en contrario, habrán por lo menos tres compartimientos separados, de
tales volúmenes cada uno que pueda asegurarse el almacenamiento adecuado de cada
medida de agregado pétreo especificado para el funcionamiento de la planta a régimen
normal.
Cada compartimiento tendrá ubicación y forma tal que se evite el derame del
material de uno de elos en otro. Habrá un conducto de descarga para el material que
sea rechazado por ser de mayor medida que el corespondiente a cada
compartimiento.
El dispositivo del control del choro de cada agregado permitirá asegurar que cuando
la cantidad de éste que entre al depósito de la balanza ha sido alcanzada,
aproximadamente se pueda continuar lentamente el suministro de los mismos en
pequeñas cantidades, además de permitir un ciere preciso.
g. La planta mezcladora: Dispondrá de los termómetros y pirómetros necesarios para el control
de la temperatura de los materiales durante el proceso de la mezcla bituminosa, los que
deberán ser conservados en buenas condiciones.
h. Sistema de condución del releno mineral: El conducto usado para introducir el releno
mineral dentro del depósito de la balanza será construido en tal forma que no quede ninguna
parte del material en el mismo, una vez que la cantidad requerida se haya colocado en aquél.
i. El equipo para el pesaje de los agregados pétreos y el releno mineral deberá contar con un
depósito completamente suspendido de un sistema de balanzas y cumplirá los requerimientos
siguientes:
Tendrán una capacidad al menos dos veces el peso del material a ser pesado; la
capacidad en volumen deberá ser tal que el depósito pueda contener la cantidad de
agregados necesarios para el pastón, sin necesidad de enrasarlo a mano.
Las balanzas deberán estar construidas en forma tal que puedan vaciarse
completamente al abrir sus compuertas. No se permitirá que el vaciado sea facilitado
mediante golpes o vibraciones. Las balanzas podrán ser del tipo resorte y lectura
directa en cuadrante o bien del tipo de palancas múltiples (una palanca para cada
tamaño de agregado).
En el caso de emplearse balanzas de este último tipo, deberán estar provistos de unos
dispositivos para equilibrar la misma al comienzo de los pesajes para indicar con
precisión cuando se ha legado a la posición de equilibrio durante los pesajes.
Este último dispositivo deberá estar colocado en sitio fácilmente visible para el Fiscal
de Obra desde la plataforma de mezclado. En cualquier forma, el dispositivo que se
emple para la medición de las pesadas contará con la aprobación del Fiscal de Obra
además de satisfacer los requerimientos de la oficina de Pesas y Medidas. Así mismo
deberán tener en cualquier caso una capacidad no menor del doble del peso de
81/148
mezcla de tipo denso que admite la mezcladora. Las balanzas utilizadas para el
pesaje de los agregados estarán proyectadas como una unidad integral de la planta.
Todos los depósitos o receptáculos empleados para pesar los agregados, el releno
mineral y el material bituminoso, junto con las balanzas de cualquier clase, serán
aislados contra las vibraciones y movimientos del resto de la planta debidos a
cualquier equipo operatorio, de forma que el eror en los pesajes con el completo
movimiento de la planta no exceda del 2 % en cualquier operación particular, ni
supere al 1,5 % para su pastón completo.
El Contratista proverá para el uso en pruebas en las distintas balanzas, una pesa
""Standard"" de 25 kilogramos por cada 250 kilogramos por capacidad de balanza en el
pastón, para cada material individual.
j. Equipo para el pesaje y medida del material asfáltico: El equipo para el pesaje del material
asfáltico deberá consistir en un recipiente asfáltico completamente suspendido de una
balanza sin resortes, o bien de un dispositivo medidor.
El recipiente deberá tener una guarnición con circulación de vapor o aceite, o estar
calentado por un sistema eléctrico aprobado; contará con una bara distribuidora de
aberturas con largo no menor de las tres cuartas partes de la longitud del mezclador.
Si se utiliza un rociador para la introdución del material asfáltico, el mismo estará
construido en tal forma que no pueda gotear después que el período del mezclador
con los agregados pétreos y releno mineral haya empezado.
La capacidad en peso del recipiente para el asfalto deberá estar comprendida entre
un 10 y un 20% de la capacidad del mezclador.
Si se usa un dispositivo automático medidor debe ser de diseño aprobado. Estará
proyectado para asegurar que sea suministrada exactamente la cantidad de material
bituminoso requerida. Después del suministro del mismo a la mezcladora, el
dispositivo deberá disponer automáticamente de la cantidad requerida para el
pastón siguiente.
k. Mezcladora: La mezcla será del tipo ""molino rotativo gemelo"" con diseño aprobado y
capacidad mínima para 30 Kg de mezcla elaborada, la cantidad de material a ser mezclada
no excederá de los límites de capacidad que haya fijado el fabricante de la planta. Estos
límites en cualquier forma no serán aceptados sin control del Fiscal de Obra, si lo creyere
necesario.
Si en opinión del Fiscal de Obra la mezcladora no produjera eficientemente las
cantidades límites establecidas por el fabricante de la planta, o su produción no
pudiera ser cordinada debidamente para su capacidad límite con las otras unidades
de la planta, el Fiscal de Obra podrá ordenar la redución del peso del pastón hasta
que la eficiencia deseada sea alcanzada. Si no está indicada la capacidad máxima, la
misma será determinada por el Fiscal de Obra calculando el volumen neto por debajo
del centro del eje de la mezcladora. La mezcladora estará provista de una guarnición
para la circulación de vapor o aceite. La mezcladora tendrá dos ejes gemelos
equipados con suficientemente número de paletas a fin de producir un pastón
uniformemente mezclado. Si la velocidad del giro de los ejes es demasiado rápida o
lenta, o no coresponde los límites especificados por el fabricante de la planta, la
misma será ajustada a satisfación del Fiscal de Obra. El claro que dejarán entre si las
paletas no excederá a 19 m. Si es mayor será remplazado por uno o ambos juegos
de paletas. La compuerta de descarga cerará ajustadamente para prevenir derames.
82/148
ax. Tanque de almacenaje de asfalto: Tendrá capacidad suficiente para cinco días de trabajo.
Estará equipado con serpentinas de circulación de vapor o aceite capaces de elevar y controlar
la temperatura del material asfáltico entre 140 y 190º C. No se permitirá que el fuego sea
aplicado directamente al tanque. El sistema de movimiento del material bituminoso será
adecuado para permitir una exacta y continua circulación del mismo durante el período de
funcionamiento.
Tendrá un termómetro graduado desde 10 hasta 210º C, el que estará ubicado cerca
de la válvula de descarga o dentro del tanque. El termómetro deberá poder ser
observado fácilmente por el operador que tiene a su cargo el calentamiento del
material bituminoso, o el encargado el mismo.
al. Alternativas para dosificar los materiales en volumen: En lugar de la proporción en peso de los
agregados, releno mineral y asfalto, como se indica en los apartados anteriores, se permitirá la
dosificación en volumen con tal de que el sistema usado permita obtener una mezcla uniforme
de la misma consistencia con respecto a la graduación contenida de asfalto y humedad, tal
como se especifica para estas operaciones. Se negará la conformidad para un equipo
""continuo"" si a juicio de una mezcla satisfactoria.
n. Recuperador de finos: La planta, ya sea por peso o volumen, estará equipada con un
recuperador de finos (colector de polvo) de tipo ciclónico u otro sistema aprobado por el Fiscal
de Obra. Este dispositivo funcionará en forma tal de eliminar el material fino recogido o
retornarlo uniformemente a la mezcla en el elevador de los agregados calientes, de acuerdo
con lo que el Fiscal de Obra disponga.
Transporte de la mezcla bituminosa
El transporte de la mezcla bituminosa se hará en camiones volcadores equipados con caja metálica
hermética de descarga trasera. Para evitar que la mezcla bituminosa se adhiera a la caja, podrá
untarse la misma con agua jabonosa o un aceite lubricante liviano. No se permitirá el uso de nafta,
kerosén o productos similares para este objeto.
Cada camión deberá estar provisto de una lona de cubierta de tamaño suficiente como para proteger
completamente la mezcla durante su transporte al camino.
Terminadora asfáltica
La máquina de distribución y terminado debe operar sin guía. Será de propulsión propia y de tipo
aprobado por el Fiscal de Obra. No se permitirá el uso de una máquina de dispositivo mecánico
anticuado o defectuoso. Tendrá mecanismos que permitirán que el espesor total de cada capa de
mezcla sea colocado en el ancho mínimo de 3 metros extensibles a 4,5 metros y tendrá dispositivos
de compensación para ajustar el espesor de la mezcla la que sea necesario colocar. Estará equipada
con una tolva y un sistema a tornilo sin fin de tipo reversible u otro de resultado equivalente para
distribuir la mezcla delante del enrasador.
El enrasador tendrá dispositivo de movimiento horizontal y que operen por corte, amontonamiento u
otra ación que sea efectiva para las mezclas que tengan la trabajabilidad adecuada y tal que se
obtenga una superficie terminada de textura uniforme. La velocidad de movimiento del enrasador
será tal que produzca entre 10 y 30 oscilaciones por minuto. El movimiento transversal del mismo
deberá ser ajustable entre 5 y 15 centímetros. El frente de los enrasadores y disponga de terminación
de la superficie no excederá de un metro ochenta centímetros (1,80m) por seción y estarán provistos
de tornilos ajustables en la punta entre seciones para permitir seguir las variaciones proyectadas
83/148
del perfil transversal.
La terminadora contará con dispositivo o nivelador de juntas para suavizar y ajustar todas las juntas
longitudinales entre fajas adyacentes de carpeta de capas del mismo espesor. La terminadora estará
equipada con un dispositivo de calentamiento del enrasador, el cual será usado cuando se inicie la
jornada de labor con la máquina fría, o cuando sea necesario mantener una temperatura adecuada.
La máquina distribuirá la mezcla bituminosa sin raspado de la superficie, la cual deberá quedar
completamente lisa, con la seción transversal adecuada, libre de huecos, ondulación transversal u
otras iregularidades. La velocidad de marcha de la máquina durante el trabajo efectivo estará
comprendida entre 1 y 6metros por minuto.
Estará equipada con un rápido y eficiente dispositivo de direción y tendrá velocidades de traslación
hacia delante y hacia atrás no inferior a 30metros por minuto.
Equipo para compactación
El equipo para compactación estará construido por rodilo neumático y rodilo metálico liso tipo
tándem u otro equipo aprobado por el Fiscal de Obra. Los rodilos compactadores tipo tándem
deberán tener un peso de 8 a 12 Tn.
Los rodilos neumáticos, autopropulsados, estarán dotados de neumáticos que permitan un
calibrado de 35a 120libras por pulgada cuadrada.
El equipo en operación deberá ser suficiente para compactar la mezcla a la densidad requerida,
mientras se encuentre en condiciones de trabajabilidad.
Elementos varios
Durante la construción de la base o carpeta se dispondrá en obra de: palas, rastrilos, cepilos de
piazaba de mangos largos, regadores de material bituminoso, volquetes para conducir mezcla
bituminosa para retoque, pisones de mano metálicos y otros, de manera que la totalidad de los
trabajos detalados en este ítem sean realizados con el máximo de eficiencia posible.
Condiciones adicionales para la recepción
Serán aceptadas las obras que fueran ejecutadas en un todo de acuerdo a las especificaciones
técnicas aprobadas.
En caso de áreas rechazadas por incumplimientos de estas especificaciones, el Fiscal de Obra podrá
ordenar su demolición. En este caso el Contratista deberá proceder a la demolición y retiro de los
materiales y a su reconstrución de acuerdo a las condiciones establecidas en esta especificación. No
se reconocerá al Contratista compensación alguna por el pavimento que se demuela ni por la
extración y transporte del producto de la demolición fuera de la obra.
Espesores y Anchos
84/148
Terminadas las operaciones constructivas y antes de la ejecución de la subsiguiente, se procederá a
medir el espesor de cada capa.
Control de espesores
Se efectuará cada 50metros lineales en forma alternada siguiendo la regla: borde izquierdo, centro,
borde derecho, etc. El espesor individual de cada perforación no podrá diferir en más o menos de un
10% el promedio de todas las perforaciones en tramos de 50metros lineales por el ancho total de
base o carpeta, y a su vez dicho promedio no será inferior al espesor especificado.
Control de anchos
Se levará a cabo cada 25 metros, no tolerándose ninguna diferencia en defecto con respecto al ancho
establecido en los planos para base y carpeta terminadas.
Espesores y anchos defectuosos
Cualquier espesor o ancho defectuoso de carpeta terminada que se encuentre fuera de la tolerancia
será objeto de la rectificación respectiva por cuenta exclusiva del Contratista, quien levará a cabo a
su costo las operaciones constructivas y el aporte de material necesario para dejar el pavimento en
las condiciones establecidas por este ítem.
Tolerancias
DENSIDAD
Sobre el promedio de todas las muestras del tramo ensayado se deberá obtener un valor del 98% y
como mínimo del 96% Para la certificación se adoptará el siguiente esquema:
Valor igual o mayor a 98 %: En este caso, se certificará el 10% de los rubros con componente
de asfalto dentro del tramo a certificar.
Valor mínimo: 96 %: En este caso, se certificará el 50% de los rubros con componente de asfalto
dentro del tramo a certificar.
Para valores intermedios a estos, el porcentaje de certificación se obtendrán por interpolación
lineal entre dichos valores.
Para valores de densidad menores a 96 % no se certificará rubro alguno ejecutado dentro del
tramo a certificar y corerá por cuenta del Contratista la reparación de los trabajos efectuados
en esas condiciones.
ESTABILIDAD REMANENTE
Se obtendrán muestras y sobre el promedio de todas las muestras del tramo ensayado se aplicará lo
siguiente:
85/148
Valor igual o mayor a 85 %. En este caso, se certificará el 10% del valor de los rubros con
